,date,Comment,Sentiment_b,longitude,latitude
14230,2015-07-30 20:05:25,"How many events did Hillary Clinton have in ""non-white""  neighborhoods?  How many events did she have in ANY neighborhood?",1.0,-74.9384,42.1497
13984,2015-07-31 02:49:40,Secretary Clinton: Please release an accounting of your energy consumption footprint or was that spreadsheet and analysis misplaced on a rogue server?,0.0,-72.7622,41.5834
16164,2015-07-31 03:38:14,"In the same edition of the Times, we read about Hillary Clinton promising to double down on efforts - and spending - for green projects, while China causes   significant and increasing damage to the South China Sea ecosystem in pursuit of its own geopolitical-energy objectives.  A good example of how easily our significant efforts to combat environmental degradation can be canceled, in one form or another, by the decisions of emerging economies.  This doesn't mean we don't have an obligation to put our own house in order.  But it does illustrate the complexity of the challenge.  ",1.0,-74.9384,42.1497
23293,2015-07-31 04:47:09,"Sure, Mrs. Clinton sets a higher goal than any Republican.  It would be surprising as a Democrat if she did not.  On this topic however, like so many others, she is leading from the rear compared to the policies put forward by Senator Sanders.  We need much bigger measures.  Mrs. Clinton tipped her hand with this announcement.  If this is all she can imagine to do before having to compromise with Congress I suggest that she is not electable.  “It’s just plain silly,” is what our leading climate change scientist James Hansen recently said about her plan.  Our country, our planet need better.  I'm voting and working for Senator Sanders.  ",1.0,-84.5603,43.3504
24599,2015-07-31 06:02:22,"A chicken in every pot and a solar panel on every roof.  This is Hilary's poll tested approach to climate change.  No mention of carbon pricing, Keystone, and fracking regulation? ",0.0,-77.0262,38.8964
17535,2015-07-31 06:33:07,"Mrs Clinton should be bolder, smarter, more progressive, more transparent, ... and she should win the election. Anybody else think being the perfect candidate (for everyone) is a pretty high bar to clear? I think realistically you must evaluate candidate relative to each other or I guess you can write in your favorite deity.",1.0,-97.6475,31.105999999999998
13372,2015-07-31 07:38:31,"Come out and express yourself, Mrs. Clinton! Don't be  afraid of giving offense.  I'm thinking you are too beholden.  That's why Bernie gets my vote.",0.0,-111.3877,33.7712
20592,2015-07-31 08:13:31,Myopic criticism. As to climate the entire issue in 2016 boils down to Mrs. Clinton who recognizes there is climate change and would work to halt it and a Republican -- any Republican -- because any and every Republican will deny it because the howling mob that is their constituency require denial. So lighten up and understand as is said these days there is the perfect and the good and on this Mrs Clinton is perfectly good.,1.0,-74.5089,40.314
20919,2015-07-31 09:57:15,"Anyone, and I do mean anyone who advocates for nuclear power to deal with climate change is as anti-environmental as one can get. I'd suggest that slick Hillary Clinton and the editorial board of the NYT move to Fukushima, or Chernobyl or TMI or next door to a nuclear power or plutonium processing plant or any of the sites around the world that are uninhabitable because of nuclear technology.",0.0,-72.7093,44.0407
16150,2015-07-31 11:44:15,Isn't using less energy the most effective way to stave off climate change?Did Mrs. Clinton mention of the technology of conservation?,1.0,-74.9384,42.1497
13662,2015-07-31 22:29:05,"This deal is not dead and the only way we can assure any protection from whatever is still undisclosed is to vote those who are selling us this pig in a poke out of office. While he cannot seek the highest office again,  I am nonetheless sorry to include our President in this negative thought. Further, as her husband was instrumental in the passage of the destructive NAFTA, I am compelled to tar Mrs Clinton, who has clearly avoided voicing an opinion regarding TPP with the same brush.We are not being well served by our elected officials who appear to have withdrawn from representing the citizenry in favor of lining their and their friend's pockets. For the sake of our children, we have to understand that our nation is crumbling and vote in our and their interest.This is not hyperbole.",0.0,-77.264,40.5773
18822,2015-08-01 02:10:57,"I'll bet Hillary is sorry now that she wasn't against it.  To me, everything the Clintons do is self-serving.",0.0,-119.7462,36.17
16118,2015-08-01 09:21:19,Maureen Dowd had no problem when former Secretary of State Colin Powell was using private email for government business. On the contrary she was always writing fawning columns about him. Now she treats Hillary doing the same thing as another Watergate. We get it. She doesn't like the Clintons. Her repetition of the same tired arguments is boring. Biden will not be the Democratic nominee. Dowd doesn't have the power to make it happen. She will just have to vote for Jeb! like she did for W. We all remember her hatred of Gore.,0.0,-74.9384,42.1497
24585,2015-08-01 09:21:46,The Republicans are thrilled Hillary might be the Dem. nominee. No way she could win a general election.  The Democratic party has been great to the Clintons. What have they done for it ????? Look at the erosion of Democratic office holders in Congress and at the state level.  Remember it was Hillary's failed healthcare planned that delivered the house of representatives to Republicans after 40 some years.  Normally when that's your record you get your head handed to you on a platter and are shown the door. Not when you're the boss' wife. Faux feminist Mrs. Bill Clinton gets rewarded with a senate seat. ,1.0,-77.0262,38.8964
16116,2015-08-01 09:59:43,"Telling that Ms. Dowd compares Clinton to Brady, since she talks about politics strictly as if it were a game, without impact on people's lives.  And taunting Biden with what she imagines are his son's wishes is just tasteless--but I guess there's really no room for decency, or ideas, in politics anymore.",0.0,-74.9384,42.1497
16110,2015-08-01 10:22:36,"Interesting transformation of Maureen Dowd.  Once an avid Clinton supporter, now criticizes them almost every chance she gets, especially Hillary.",1.0,-74.9384,42.1497
24310,2015-08-01 10:24:27,"Like Sanders, Biden is an elderly white man.  This is not Reagan-time.  If Hillary Clinton implodes (and recognizes it), there will be a rush to compete (for instance, Senators Brown, Kaine, Warren). Any viable governors?  Probably not Cuomo.  Or the amazing Governor Brown.",1.0,-82.7755,40.3736
19366,2015-08-01 10:32:13,"First off I am a Republican, But Joe Biden always has called like he see's it.   He has always been loyal or keeps his mouth shut (which for him is hard to do).  Yes he has gaffes, have you listened to '57 states' gaffes?  There are way more than any other presidents.  Joe Biden can be reasoned with, he doesn't antagonize those that disagree with him.  And Joe Biden has some real thoughts on how to make America great again.  You may not agree with him, but I think he do what is right for America.  He certainly could fix race relations, without continuing to support those on the plantation.  A choice between Clinton and Biden?  Biden hands down.   A choice between a Republican and Clinton, REPUBLICAN all the way.  A choice between Biden and a Republican, it depends on the Republican.  ",1.0,-89.0022,40.3363
16105,2015-08-01 10:35:05,My question is this- Was Maureen Dowd in the room when Beau and Joe sat down to talk? Is there any difference between this article and a Joe Klein NY Post piece that replicates conversations between the Clintons? ,0.0,-74.9384,42.1497
23285,2015-08-01 10:59:16,"If you are looking for something absurdest, the Brady v. Hillary comparison is absurdest, if only because Tom is competent while Clinton is not.",1.0,-84.5603,43.3504
19364,2015-08-01 11:32:53,"Biden has had the great bad luck to be stuck behind amateurish, narcissistic anti-leader Obama.  While Biden can be a buffoon, he is an honest man who has had some genuinely excellent ideas (such as creating 3 autonomous regions in Iraq after we got rid of Saddam for Kurds, Shia and Sunni).  Hillary is neither honest nor does she have any good ideas.  There are 5-6 Republicans who would make much better LEADERS, but if forced to choose on the democratic side, an honest buffoon (Biden) beats a paranoiac crook (Clinton) and a loony from the 60's (Sanders).   ",1.0,-89.0022,40.3363
24309,2015-08-01 11:40:38,"The Democrats -- and I'm one -- don't need a traveling circus when primarytime rolls around. Biden would just make another voice, and in spite of thepurring sounds of the Republicans (who might love to see him run) Bidenis not a winner.  He hasn't been in all the times he's run for the nomination.He's a good man who comes off as a cartoon. Maureen Dowd pushes hisbutton because she's always been gnashing her teeth that Clinton might win anything. Maybe it's envy, who knows?  But this time around, the Democratsreally need a winner to keep the other side from totally dominating the next four years, and undoing all that Obama has accomplished.  Who has themost appeal and the most strength?  Not Bernie Sanders. Not the Maryland ex-governor. Not the former Senator from Virginia, whom I do admire. The strongest nominee will be Hillary Clinton. ",1.0,-82.7755,40.3736
21717,2015-08-01 11:41:26,Biden is a man of character who is intellectually challenged. Clinton is a woman of intellect who is dishonest and unethical. Both are relics of the 20th century. Neither should be seriously considered as qualified for the office of POTUS. The Democratic party has absolutely no one on its thin bench of talent that can compete in 2016. What a shame.,0.0,-71.5314,42.2373
18799,2015-08-01 12:02:01,What a shock!  Maureen Dowd writing something nasty about Hillary Clinton.  I've never seen THAT before.,0.0,-119.7462,36.17
16068,2015-08-01 12:16:22,"President Truman wasn't a polished, synthetic (or perpetual) campaigner, either. But he was able to relate to the American people because he was plain-spoken and credible, two qualities that Mr. Biden possesses in full measure and that Mrs. Clinton, frankly, does not. The contrast between the two boils down to trust.",1.0,-74.9384,42.1497
20567,2015-08-01 12:19:15,Would change everything. I have to vote for Clinton. I wan to vote for Joe Biden. More prepared to be president than anyone and more able. A liberal's liberal and a great and caring and astute politician and statesman. Do it Joe. We need a winner.,1.0,-74.5089,40.314
13133,2015-08-01 12:22:55,"No one in the GOP field has distinguished himself (or herself, in Fiorina's case) in a positive way. Neither has Hillary Clinton. They all act like they are in a race to the bottom. America deserves better than them.While I will withhold judgment on a possible Biden candidacy until he actually decides to run and gives us a chance to judge him, for now I think Biden would be a breath of fresh air after weeks and months of shenanigans from Trump, Clinton, Bush, Rubio and all the rest of the no-name wannabes.",1.0,-78.2057,37.768
23706,2015-08-01 12:24:11,"Joe Biden was my choice to follow Obama from early on. I think Hillary would have been a better president than Obama eight years ago and the country would be in better shape if she had been elected. She's now eight years older, and the press, particularly the NYTs, has had eight additional years to slime her. I believe I saw the Times own Paul Krugman refer to the Clinton rules a few days ago. Criminal referrals anyone? The problem is that while the media have been presenting the Clintons as sleazy since the '90s, more recently they have bee presenting Biden as goofy. I happen to think he is an authentic human being who lets his honest reactions show, as opposed to the scripted politicians we have come to expect, but my opinion does not matter. The question is whether the press has already destroyed him as a credible candidate. ",1.0,-92.3809,34.9513
21180,2015-08-01 12:27:03,"John Connelly! Anybody remember his Presidential campaign? He had the money, the looks, the connections, resume, and was a great speaker. And, he had been shot in Dallas, at the same time as John Kennedy. And...Connelly lived!But Connelly didn't resonate with the American voters. Despite spending LOTS of money he received very few votes in New Hampshire.I am reasonably sure Jeb Bush will meet the same fate. His campaign will vacation by June. And, I wonder about Hilary Clinton's campaign. Money, fame, and tenacity are sometimes not enough. She will trudge on regardless, so, if she stumbles early the quality of her challenger's campaign will matter more in the end than how strong he or she might appear in the beginning.Can Joe Biden (or Bernie Sanders) build an organization capable of taking on the Clintons? Barak Obama did.One would have to say the odds are thin...and Biden has his own closet full of faux pas and mixed history. Frankly, I don't see Joe getting elected. But...I can see Hillary stumbling, reinventing herself--again, and again--and possibly losing her temper in a distasteful way. Then Joe would look pretty good to democrats.And, remember, the Republicans will not present a strong candidate despite what must be considered a golden Republican opportunity. Joe in '16? Why Not? Count me in!",1.0,-122.1269,44.5672
18778,2015-08-01 12:27:42,I would have great difficulty voting for Mrs. Clinton. None whatsoever for Mr. Biden.,1.0,-119.7462,36.17
20564,2015-08-01 12:28:27,"Personally, I think Biden is at his best and is most beloved in the position he currently holds...and that Hillary should sit down with him and secretly invite him now to join her on the ticket after the primaries are over with.  I have always felt that his loyalty and experience have made him the perfect VP, the guy you want to have around ""just in case.""  Nothing in the Constitution says he cannot run for a third term as Hilary's VP.  Clinton-Biden 2016!  ",1.0,-74.5089,40.314
16060,2015-08-01 12:30:54,"I like Joe Biden, however it would be great if he endorses Hillary Clinton and runs with her as VP on the Democratic Ticket.Clinton/Biden For President/VP Would Be A Phenomenal Pair For Another 8 Years.",1.0,-74.9384,42.1497
21682,2015-08-01 12:31:55,"I have no sense that the Times will ever be fair to Hilary Clinton, based on its record for many years. Led by the OpEd columnists and editors, reporters seem to think it's their mission to destroy her.",1.0,-71.5314,42.2373
24304,2015-08-01 12:35:08,Clinton-Biden don't sound bad. ,0.0,-82.7755,40.3736
18777,2015-08-01 12:35:53,"Joe Biden and Jim Webb.Joe Biden and Bernie Sanders.Joe Biden and Jon Huntsman.I'd go for any of those, though Huntsman might be the complementary best.Of course if anyone other than Hillary Clinton is nominated, the Republicans will be hiring a million trolls to claim online they're Democrats who are staying home on Election Day, because the Democrats turned their backs on a woman. Actually, it would be appropriate for the Republicans to nominate Carly Fiorina. Best I can tell she is an excellent example of the Republicans claim of what you get with affirmative action, unqualified people holding jobs. The Democrats campaign  would simply put up billboards with her name on it over a share of Hewlett Packard stock up in flames. I must admit, though, that I admire her chutzpah, running as the experienced and knowledgeable business candidate. Kind of like the kid who kills his parents and then throws himself on the mercy of the court because he is an orphan.",1.0,-119.7462,36.17
23015,2015-08-01 12:36:25,"At the back of my mind is the knowledge that Hillary ""bless her heart"" is a terrible electoral candidate, with poor political judgment, a sense of entitlement that would not be out of place in the Bush family, not to mention the same ""tin ear.""  Hilary is blessed by an truly awful Republican field - now is it 17 clowns.  But, but, but ... Biden would be better.",0.0,-121.5708,47.3917
20914,2015-08-01 12:37:13,"Both Biden and Clinton (and of course Bush, and all the Republican clowns running to be the next POTUS) are corporate puppets bought by the billionaires. Only with Sanders is there any possibility of change in this sick capitalist system.",0.0,-72.7093,44.0407
13125,2015-08-01 12:42:55,"Excellent! A real person may run for the presidency.I sort of like Bernie, but he can't win, and Hilary is just so........ Hilary Clinton.Run Joe.",1.0,-78.2057,37.768
18797,2015-08-01 12:47:45,"Though I have long since given up on Maureen Dowd adding anything of substance to the conversation, a column ostensibly about Joe Biden (but actually a chance for Dowd to launch an ad hominem attack on people she doesn't like), does bring up the possibility of a Biden candidacy.Joe Biden and Jim Webb.Joe Biden and Bernie Sanders.Joe Biden and Jon Huntsman.I'd go for any of those, though Huntsman might be the complementary best. Though Bill Clinton was astute as a campaigner with his ""It's the economy, stupid!"" slogan, America in 2016 will very much need a President well versed in foreign affairs. A complex world mandates a President with experience.Of course if anyone other than Hillary Clinton is nominated, the Republicans will be hiring a million trolls to claim online they're Democrats who are staying home on Election Day, because the Democrats turned their backs on a woman. Actually, it would be appropriate for the Republicans to nominate a woman, Carly Fiorina. Best I can tell she is an excellent example of the Republicans' claim of what you get with affirmative action: unqualified people holding jobs. The Democrats campaign would likely put up billboards with her name on it over a share of Hewlett Packard stock up in flames.I must admit, though, that I admire her chutzpah, running as the experienced and knowledgeable business candidate. Kind of like the kid who kills his parents and then throws himself on the mercy of the court because he is an orphan.",1.0,-119.7462,36.17
16094,2015-08-01 13:03:14,"What's most reassuring about the prospect of a Biden candidacy is that what you see is what you get. No smoke, no fun house mirrors, no double talk, no artifice, no Kardashianism. And we can live with that.What's anything but reassuring, though, is the chance of a restoration -- another Clinton co-presidency -- in which what you see is carefully designed to hide what you get.Granted, it's a bit premature, but the sound of Biden-Warren sounds pretty good right now.",1.0,-74.9384,42.1497
16096,2015-08-01 13:08:08,"Joe Biden is a decent man but not the brightest crayon in the box, with a weakness for embellishing on the facts  of his life. In Robert M. Gates’s unsparing account of his days as defense secretary, Hillary fared a lot better than either Biden or Obama, for that matter:""While Mr. Gates wrote that ...Mr. Biden had an unerring capacity to be wrong on big issues, Mrs. Clinton was, in his words, “smart, idealistic but pragmatic, tough-minded, indefatigable, a very valuable colleague, and a superb representative of the United States all over the world."" ",1.0,-74.9384,42.1497
16055,2015-08-01 13:13:22,"This election is for the Democrats to lose. Clinton  is extremely capable. However she is not seen as a generous and giving person. People generally doubt her integrity. Her steadfast support of her husband despite his indiscretions led credence to the belief that she will do just about anything politically possible to win the election. It would be prudent for her to clearly define what lines she would not cross and what she would defend come what may. The controversies surrounding her emails and the embassy killing will bring her down. Unless, of course, we get to see the side of her that we like to see and believe - commitment to a cause that is larger then her election, the grandmotherly instincts that all grandmother naturally possess and most importantly admit the mistakes she has made and what she has learnt and how deeply she was hurt by the killing of an American ambassador. Perhaps even come out and say that her husband's behavior is repugnant, therefore she would run this election without him by her side. I think she can't or she just won't. So Mr. Biden welcome to the race! And if you can debate Bush the white house is all yours. ",1.0,-74.9384,42.1497
16051,2015-08-01 13:13:47,"Overdone the Beau bit.  Unconvincing, amateurishly concocted by his campaign staff, not helping his candidacy.  Better to say it like they see it, which is Clinton sputtering and fast running out of gas.  Still, the right man at the right time for the right job.  And if he goes up against Trump, he won't even need a haircut.  All the best Joe!",1.0,-74.9384,42.1497
16050,2015-08-01 13:16:05,"""Mrs. Clinton has enormous support among Democrats inspired by the idea of electing a woman as president..."". What a sad statement about the electorate.  Electing a woman is fine indeed, but to make that THE reason to vote for a candidate to the exclusion of all else, is insane.  Once again, we see people willing to throw away their vote on appearance and creating a ""first"".  Sad and not what the nation needs.",0.0,-74.9384,42.1497
18772,2015-08-01 13:16:32,"I just flashed on a general election campaign between Tea-rump and Joe Biden. They would undoubtedly both wear out their cuffs by speaking off them. Sales of popcorn would go through the roof.If Joe Biden declares, I will listen attentively to what he has to say, as I already am to both Bernie Sanders and Hillary Clinton. He is well-qualified, as are both Bernie and Hillary. We'd have three good choices in the primaries.",1.0,-119.7462,36.17
22447,2015-08-01 13:16:42,"Personally, I do not trust Hillary Clinton, although I'd love to have a woman as president, such as Elisabeth Warren. A few years ago, Clinton was giving a speech about how nations need to listen to it's protesters. As she was speaking, a peaceful protester was standing up with his back to her. Her goons dragged him out of the hall, beat him up and arrested him. She saw this happening and she kept on speaking as if nothing was happening. I've always liked Joe Biden and he would make a good president. but not with Clinton.However, the very best person for the job is, for me, Bernie Sanders who has been very consistent for his strong support for the 99% from the first time he ran for office to today. I'd love to see Warren as his VP pick too, they would make a great team! Feel the Bern!",1.0,-106.2371,34.8375
21700,2015-08-01 13:18:58,"Go Joe.  A credible contender to fluff out the Dem choices can only be all good.  A great negotiator, with a solid and accomplished Senate record, and a very decent guy to boot.  I'm still planning on voting for Sanders in the primary - I can't see Biden distancing himself from Obama's policies.  But over Clinton, should Sanders lose the primary?  Hell yes.",1.0,-71.5314,42.2373
21704,2015-08-01 13:24:58,"If Mr. Biden has the heart to run, then I say ""do it"".Though he's the same age as Bernie Sanders, he's a much stronger candidate, without the ""socialist"" tag that would frighten many (ignorant) people.And yes, Mrs. Clinton has serious vulnerabilities, so for safety reasons Biden's running is a good thing.And finally, if Clinton ends up winning the nomination, Biden and Sanders would have strengthened her - all to the good.",1.0,-71.5314,42.2373
13979,2015-08-01 13:28:26,Well at least the Clintons and I share one sentiment:  our eternal loathing of obama.,0.0,-72.7622,41.5834
17511,2015-08-01 13:39:31,"Joe Biden is the most experienced policy jock in the race, followed closely by Secretary Clinton. His humanity is apparent even to those who disagree with him. He has been in the middle of the storm for over forty years and has faced tragedy and adversity with grace.His intelligence and sincerity are unquestioned.He talks a lot. I like him and respect him.He has my full confidence that he would govern wisely and well as the President of the U.S.",1.0,-97.6475,31.105999999999998
21170,2015-08-01 13:58:18,"Joe, you would make a great president in the mold of the best traditions of the Democratic party, and you are eminently electable without the potentially fatal flaws that Hilary Clinton will bring to a national election.  Please,  Run Joe Run.",1.0,-122.1269,44.5672
19830,2015-08-01 13:59:58,"Please  Joe run!!  Knock Hillary off her unethical and arrogant perch.  Every day there is a new problem, new question regarding legalities and ethics with this woman.  Get someone else in there that can replace her.  There are many months to go and I have to believe that the democrats in back rooms are very concerned about the Clinton's antics and what else will come down the pike which at this point seems inevitable with her history going back many years.  She is only a favorite because there isn't anyone besides Sanders.  He is interesting but too radical for mainstream Americans.  Joe has the experience, he's popular on both sides of the aisle, and he doesn't have the constant ethics and ""what the meaning of is, is"" strapped to him.  Run Joe Run!!",1.0,-76.7902,39.0724
13649,2015-08-01 14:13:41,"So Democrats are ""inspired"" by the idea of electing a woman ?  Says who?   I'm inspired to elect someone who has had the same good ideas and concerns for decades, and not someone who comes out with a populist, yet still vague, statement after polls show people are favoring another candidate's (Sanders) positions.  I don't care if we elect a woman, a man, or ET as long as this person (or being) has the right stuff to better the country.I like Biden, he's a good man, but his avoidance to this point has looked like nothing less than stepping aside for the Clinton machine.  And as for Clinton...doesn't anyone else get this...""In a July 30 Quinnipiac poll, 57 percent of voters said Mrs. Clinton was not honest and trustworthy and 52 percent said she did not care about their needs or problem""  ?Hillary Clinton gets all the attention mostly on name recognition.  There's a GOP contender getting attention for the same reason...Donald Trump.",1.0,-77.264,40.5773
16042,2015-08-01 14:18:37,"As a big Bernie Sanders fan, I'd welcome Joe Biden to the debates.  I like all of Senator Sanders' points - agree with him on everything and you guys are ignoring him. Mrs. Clinton's NOT giving her views on Keystone and the TPP is a problem for me - I don't know where she stands...and I don't trust her.  I DO know that she is funded by some corporate interests and fear she (unlike Bernie Sanders who does not take corporate money) would be beholden to the oil, banking and war cartel.  Let's see where the Vice President stands on these issues.  If Biden tells us his thinking on important topics and answers questions without having to consult a poll to answer them, then we can discuss.   Welcome Joe, bring on the debates, the sooner the better. ",1.0,-74.9384,42.1497
21698,2015-08-01 14:19:25,"As long as none of Biden, Clinton or Sanders (in alphabetical order) are thinking about a third party campaign, I would be happy having the three of them competing for the nomination.  This should not be a ""Hillary by default"" nomination.  If she ""has the right stuff"" she will earn the nomination. If not, she will not be the candidate.Let all three have a go at it and see who is the winner.  Any one of the three would be a much better President than any of the 17 (and counting) Republican clowns.",1.0,-71.5314,42.2373
18768,2015-08-01 14:29:05,"Joe Biden can only ADD to the discourse on the non-crazy side of the spectrum.Clinton is a trooper who can go the distance.Bernie is saying what MUST be said in this country.And Joe Biden is one of the most likable people ever born.I'll give my support to whoever gets the nomination.Keep it clean, kids!",1.0,-119.7462,36.17
21179,2015-08-01 14:40:31,"I've been telling my friends for months that I will vote for Hillary Clinton if she is the Democratic nominee but that I do not expect that to happen. Too much baggage. For the average American voter, it won't be the emails and certainly not Benghazi. It will be the money that the Clintons have been raking in shamelessly. Those sums of money cannot be justified or rationalized. I have always liked Joe Biden. I was incredibly moved by the Biden family spirit after Beau Biden died. The Bidens are a real American family. I would happily vote for Joe Biden. ",1.0,-122.1269,44.5672
23277,2015-08-01 15:00:16,"In a blog ""Buying Time"" at our local newspaper I wrote years ago that Joe Biden would not make a good president.  However, after al these years (Sounds like a song doesn't it?) he has made an excellent Vice President.  Wouldn't that qualify him to run for U.S. President?  I would say yes and it would put my pick for Hillary Clinton to run against a Republican candidate hopefully not on the back burner as I've not read her book I have ""It Takes a Village"" copyright 2006 the 10th Anniversary Editon yet.",1.0,-84.5603,43.3504
16035,2015-08-01 15:11:24,"Until Joe Biden officially enters the race, I am 100% behind Hillary Clinton.  But if Biden runs, I will be 100% behind him.  Foot-in-mouth syndrome?  No problem.  With Trump running in any capacity, Joe has no worries.  Bill Crandall  ",0.0,-74.9384,42.1497
16084,2015-08-01 15:21:16,"Joe Biden is ethical, strong, authentic and experienced, and would likely do better against any Republican candidate than would Clinton. ",1.0,-74.9384,42.1497
446,2015-08-01 15:22:28,"We get it.  You hate the Clintons and there is nothing you will not stoop to in order to malign them, including dragging a decent man's bereavement through the mud.",0.0,-81.717,27.8333
18727,2015-08-01 15:24:08,"I'm not a fan of Hillary Clinton, but NYT's attacks on Hillary are nothing new, and many have been over the top. Does the word ""Hiltery"" ring a bell?  I recall a streak where 11 out of 14 columns by Dowd had criticisms of Hillary Clinton {bloggers counted}, including a couple where the subject had nothing to do with her. And a Frank Rich column attacked her competence because her campaign spent $50,000 on food at Dunkin' Doughnuts, treating that as if they'd been dining at Le Cirque. ",1.0,-119.7462,36.17
22717,2015-08-01 15:33:42,"It would be wonderful if Vice President Biden ran. I've never trusted Mrs. Clinton and I've always felt she makes comments on issues only according to how she feels the prevailing political winds might favorably shine on her. While of course she and the Vice President are both longtime politicians, I think Mr Biden still speaks of and cares passionately about issues with a sincerity that she is sorely lacking.",1.0,-79.8431,35.6411
16083,2015-08-01 15:50:34,"First woman president is not a compelling reason for another Clinton in the White House. Right now I'm supporting Sanders but would happy to switch to Biden. Run, Joe, Run!",1.0,-74.9384,42.1497
17499,2015-08-01 15:51:57,"I cannot disagree with the opinions here that the Times has trouble being fair to Ms. Clinton. The Times reporters and some of its op ed writers seem obsessed with a desire to ""expose"" anything they can find to hurt her. There seems to be no editorial supervision of this overreaction. As I write this, I am choosing my words carefully.  The Times, after all, is America's newspaper of record and cannot be stooping to the level of tabeloid yellow journalism. Or can it? I grew up on the New York Times.  Since 1964 the times has published my letters, email comments, etc, and I pay for print and electronic services. Now I am concerned.  Can the Times Clinton obsession be an unconscious desire of reporters to get the scoop? Can it be a liberal need to self-destruct in the face of cynical right-wing tactics? Is it willful? Is it careless, a symptom of the death of critical writing and thinking in a time of e-bytes and taking down the confederate flag while imposing voter restrictions on African American citizens.  How cynical. I don't know, but it has cost the Times this reader's faith. I will continue to read the Times. What else is there? But I will never again trust the times. ",0.0,-97.6475,31.105999999999998
13360,2015-08-01 15:55:52,"The one thing HRC might have over Sanders and Biden is that she seems to be better suited to capture much more of the minority vote, especially Latinos, who have always had a warm relationship with the Clintons. Especially after Bernie's borderline xenophobic and factually challenged comments where he blames immigrants for the poverty-level minimum wage and teen unemployment, and the fact that Mr. Obama (whose record Joe wants to run on) was very enthusiastic on gathering Latino votes but in the end delivered almost nothing on immigration reform except talking points and delayed his executive action until after his last primary to protect feckless blue dog Dems in Congress who weren't even loyal to him. ",1.0,-111.3877,33.7712
23558,2015-08-01 16:23:46,I hope Mr.Biden does not run. His time has past. I don't want to see the Bush dynasty continue either and the less we see of the Clintons the better off we are.  Surely we can do better.,1.0,-105.3272,39.0646
20549,2015-08-01 16:41:26,"Only a Republican (John McCain) is too old to run for president at 72.  But Biden, sure why not?He has no baggage like Clinton, and much more national experience than Bernie.With 8 years in the White House he's perfect.",1.0,-74.5089,40.314
16027,2015-08-01 16:47:55,"Joe '""I took a successful dump!"" Biden (explaining to reporters that he had just recycled), has a whole host of problems. Yes, there are too many gaffs to count, most of his policy positions don't resonate with the Democratic base, and he's the quintessential ""company man"" at a time when this the last thing most Democrats want (hence, the popularity of candidates like Bernie Sanders, and the even greater popularity of non-candidates like Elizabeth Warren). However Biden’s biggest problem is demographic. At a time when Democrats can't build any sort of credible run by using AARP members as a core constituency, Hillary, at 67, has a real problem; she's an old white lady running for president. Biden's worse off; at 72 he's an even older white guy who wants to run. A huge part of Obama's electoral success rested not merely on his rhetoric, which has always been impressive, or on his equally impressive ability to organize and deliver a nationwide 'get out the vote' initiative, but on the changed demographics of the US electorate. Hillary, all other issues aside, will have a great deal of trouble holding together the coalition Obama used to win 2 successive elections; Biden would find it impossible. Using Maureen Dowd as the whispering voice of reason for a Biden run against Hillary is preposterous. Dowd has spent most of her career trashing Hilary and elevating Biden; (the linked article is a classic example). There's no less objective reporter on this issue.",1.0,-74.9384,42.1497
18794,2015-08-01 17:02:31,"Leaving aside the wisdom of yet another attack on a Clinton by Maureen, I will be truly glad to cast a vote for Joe Biden, should he feel it is the right thing for him to toss his hat in the ring. It will be the closest I can come to voting for Barack Obama for a 3rd term, as the decent and good Mr. Biden is an indelible and inseparable part of what has been the best Presidency of my lifetime.",1.0,-119.7462,36.17
19827,2015-08-01 17:18:40,"Dear Vice President Biden,Hillary Clinton has a huge head start in campaign finance and organizational boots on the ground.  She projects the image of a candidate destined to win her party's nomination.  Nothing seems to daunt her.  Not Benghazi.  Not Email-gate.  Not Bill's low-jinx.  Not even her own dismal, downward-trending poll numbers.  Whether that's optimism, narcissism, or just plain egoism, who can tell?  It's not easy to divine a genuine or ultimate position on any given issue when The Great Triangulator is on the podium.So yes, Joe, she's off to a grand first stage and has what it takes to beguile much of the Democratic party faithful, but she will not receive the vote of this longtime party supporter.  I'm waiting for a person of principle and integrity to enter the contest.  I'm waiting for you.",1.0,-76.7902,39.0724
21169,2015-08-01 17:28:12,"I think either Joe Biden or Hillary Clinton would make fine Democratic left-of-center Presidents, who could negotiate with Congress.  The real question is which one would have the best chance of winning the general election.  Democrats should remember it's the mission that matters, not the personal egos; and that mission means winning the next general election and securing the SCOTUS majority for the next generation.",1.0,-122.1269,44.5672
20917,2015-08-01 17:39:02,"I believe the Clintons are hucksters and under no circumstances will I vote for her. Easy to say for her underhanded dealings, the money laundering Clinton Foundation,  will be her undoing. In Roget's Thesaurus Clinton and Nixon will be synonyms.",1.0,-72.7093,44.0407
