,Comment,URL,Recommendations,Locations,EditorPick,userID,date
212,Obama manipulating public openion of U.S.showing them fear. He know  Western people psyche is based on fear.Show them true or false fear people support to you. In his last night speech he told American people India and China  progressing very fast they will  snatch your job.Real fact is quite different India and China are struggling with their domestic problem.Yes 2 million job in I.T.industry are in India and In hard wear China doing well but this mean they are not competing with U.S.<br />Speech of Obama is  show fear to people of U.S. and regain his loss popularity,,0,"26,GIRIJA SOCIETY pune 411038",False,14719390,1296055904
213,"Instead of borrowing heavily from China, and feeding the interest in to that economy, why don't we allow our own people to invest in the United States?<br /><br />The president did not address the plight of senior citizens and those nearing retirement age. Many lost a significant portion of their savings in 2008 and pulled out of the stock market in order to preserve what was left. Those who keep their savings in CDs have been reduced to earning a pittance on their life savings. They are desperate to find some investment which will yield a steady income stream. Even if they're able to go back to work, jobs are hard to find and they suffer the sting of age discrimination.<br /><br />Why doesn't the government issue a new 5 or 10 year bond, available exclusively to people aged 55 and over? If it yielded 5%, it would bring in a tremendous amount of the scared"" money that's been sitting in cash or low interest savings accounts. Instead of paying interest to China, we'd be putting it back in to our own economy by creating a modest income stream for middle-class retired people. SInce they would spend the money in their own communities, the money would be pumped in to local economies, thus helping a group that's been particularly hard-hit by the recession, unemployment and age discrimination AND creating a stimulus.<br /><br />Is this idea too simple to be considered?<br />Cash in for the government to spend.<br />A solution for older people who should not be pushed in to risky investments.<br />Economic stimulus.<br />Keep the interest here instead of shipping it to China.",,2,Connecticut,False,55460769,1296055129
214,"We are far better off as a people if we confront the world's challenges together. I'm greatly appreciative of Obama for emphasizing Unity. I'm hoping that both conservatives and liberals meld their ideas, if America is to have a future. Common ground is there, it is the will to find common ground that is needed. ",,4,"Brookings, OR",False,60724205,1296053354
215,"Loved the president's ideas on investment in innovation &amp; education. Let's get on it.<br /><br />But hated the heavy jingoism &amp; exceptionalism (""In the USA, we're the biggest, we're the most powerful, we're the best, etc.""). Sounds so egotistical and adolescent.",,1,Mexico,False,62149611,1296052969
216,"An inspiring speech. Mr. Obama gets an “A” for oratory. We’ve had lots of inspiring speeches in the past few decades, but our government is increasingly incapable of leading the people according to any sound principles.<br />Today, the average American pays about 40% in taxes (federal, state and local). That means for every 3 days you work for yourself and your family, you must work 2 days for the government. Or go to prison. The 13th Amendment says “Neither slavery nor involuntary servitude, except as a punishment for crime...shall exist within the United States.” Working two days a week to support the government may not be slavery, but it certainly qualifies as “involuntary servitude.”<br />The 4th Amendment to our Constitution says, “The right of the people to be secure in their persons, and in their houses, papers, and effects, against unreasonable searches and seizures, shall not be violated…” The government has no right to know our personal affairs, including how much money we make or how we earn or spend it. Yet, come tax time every year, we are forced to reveal the details of our personal finances. Or go to prison. Is this the freedom so many Americans have fought and died for?<br />How much should we pay in taxes? That depends on what we expect of government. Projects such as interstate highway systems, management of natural resources, and national defense clearly merit taxpayer support. Others, such as our counterproductive never-ending “wars” on terror, poverty, and drugs clearly do not.  And worthy projects such as Social Security and healthcare are being pathetically bungled, bankrupting our nation.<br />It would be bad enough if the government was only spending what we’ve already earned. But today, our government is squandering our future incomes, and those of our children and grandchildren. Our federal government is now spending so much that it must borrow 41 cents of every dollar it spends. It has indebted every man, woman and child in America by $45,600. Our government is leading us straight toward national bankruptcy and impoverishment.<br /> We can’t fix this by ""throwing out the bums"" and voting in new ones. We’ve tried that.  Republicans or Democrats--Coke or Pepsi.  The problem is that our government has an inherent tendency to grow every larger, create ever more complex laws and bureaucracies, and insidiously nibble away our rights and liberties.<br />The modest and reasonable government our founders envisioned has become a reckless, profligate, out-of-control behemoth that is trampling our constitutional rights, prying into our personal affairs, subjecting us to forced servitude, squandering our prosperity, and spending 67% more money than it is taking in. As currently constituted, it's beyond fixing. Is that not obvious by now?<br />We came to America to find a better life and build a better world. Now we must continue that project with new vigor and resolve.  In the words of our Founders in 1776:<br />“We hold these Truths to be self-evident, that all Men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty, and the Pursuit of Happiness… that whenever any Form of Government becomes destructive of these Ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its Foundation on such principles, and organizing its Powers in such Form, as to them shall seem most likely to effect their Safety and Happiness.”<br />Let us begin.<br />",,1,"Eureka Springs, Arkansas",False,54757491,1296051920
217,"Big business and Mr. G.E. have President Obama right where they want him, subservient to their interests. But it's been that way ever since Ronald Reagan took office. While the Tea Party is mad at big business, unlike the colonists they aren't mad at big business that has robbed us of our democracy.<br /><br />Gary B. Brumback, PhD<br /><a href=""http://www.democracypowernow.com"" target=""_blank"">www.democracypowernow.com</a>",,2,"Palm Coast, FL",False,28380409,1296050561
218,"Myopic, petty reactions abound following this State of the Union speech. China and India forge ahead as exporters while we keep exporting jobs and technology abroad. High speed trains in Europe and Asia help unclog the air routes and reduce roadway air pollution while we sit on our hands and on rail infrastructures from the fifties. If we refuse to unite together on the face of the obvious, History may well bid us adieu as a nation of fools.",,10,Dana Point CA,False,57941600,1296050316
219,"Aw, couldn't the GOP get Bobby Jindal, the guv of Louisiana, to do the response again? Now, he was a hoot.",,1,"Dallas, Tx",False,57268511,1296049652
220,"A ""sputnk moment"" alludes to reacting to a state of affairs that negligence and ineptitude have created and one that we have allowed to prevail. Fine and well but our creativity and genius will be siphoned off by the People's Republic of China before it is off the drawing boards.  160 million dollars (taxpayer's money) and growing--the cost of Freddie and Fannie's legal fees to protect their corrupt CEOs from fraud charges. Banks writing off billions of dollars in corporate bad debt without so much as a tick in their credit line and at the same time throwing out families from houses worth less than their monthly bar tabs. I am grateful this administration is keeping the war in Afghanistan going on for longer than it promised because that may be what is keeping our economy afloat.  I love the President's  speeches and can't wait till the next State of the Union. ",,1,DC,False,54465496,1296049180
221,"What about gun control? The black and white ribbons are great, but let's talk about the real problem here.",,3,"Asheville, NC",True,52036558,1296049047
222,"Where did the wealth go?  An excellent question.  Mountains of money have been sent off to China in exchange for consumer goods; the rest has been siphoned off, billions upon billions, by grossly overpaid CEOS and obscenely over-compensated Wall Street tycoons and hedge fund managers.  The one available mechanism for getting that money back into the hands of the middle class is taxes.  Tragically, the uber-wealthy own the GOP, and pull the strings of their Tea Party puppets.  The only remaining option is to work for the billionaires, which is where the money trickles down -- to their maids, butlers, and chauffeurs.",,15,"New York, NY",False,45416192,1298379353
223,"Thank you Bob Herbert for (once again) putting into the mainstream press the real world life of Americans who are not the celebrities or the high rollers but the regular people who make up our country.  I just lost my job of hospital chaplain 2 weeks ago right here in Middlebury, Vermont.  I contacted Sen. Sanders' office and talked to his chief of staff and shared my story with the others he is collecting.  How lucky I am to live here (for now.)<br /><br />I would add to your story my experience of the deep fear and anxiety that is widespread in people who still have their jobs.  They see the writing on the wall and they are afraid for themselves and their families.  Your point of the loss of optimism is correct:  confidence is being replaced with paralyzing fear that makes us sick as well as creates a stressful work and home environment.  Our whole society becomes sick in this atmosphere.  And who is to treat us?<br /><br />We need leaders who will understand our situation and rally us to put our energy into building a new and better America.  I would do my part.  But where are they?",,15,"Middlebury, VT",False,54082482,1298379289
224,"America is doomed.  I'm glad I'm old so i won't see the fruition of the work of bought and paid for politicians' of all parties to turn us into a corporate feudalism.<br />Like so many societies through history, greed is doing us in.<br /><br />Let us hope that our young will rise up and overtake the politicians and corporations who have stolen not only our sustenance but our dreams.",,19,usa,False,40343536,1298379265
225,"The Governor of Wisconsin and his Republican legislature gives big tax breaks to the wealthy and businesses in Wisconsin and then tries to stick it to teachers, firefighters, and policeman.  The same thing is happening in my state of Arizona except we are letting very sick people waiting for transplants die even though our RepubliCON governor has leftover Federal stimulus funds that could be used for the transplants.  She also wants to vastly lower business taxes and make up the difference by raising the property taxes on our homes.  It is time for the middle class and the poor to take their nation back.  In this sense, we should follow the lead of the Egyptians!",,15,"Tucson, Arizona",False,39024359,1298379114
226,"Dear Mr. Herbert, these cries for help are exactly like the cries for help written to politicians during the Great Depression of the 1030's. Yet no one in power will admit that we are not mired in another Great Depression and not a recession.<br /><br />Will Rogers said of the last Great Depression that we were the only nation to ride to the poor house in a car. Well, Mr. Herbert, in this Great Depression we cannot ride to the Poor House because both parties, over the last 40 years, closed the Poor House.<br /><br />There is a solution to the depth of the economic ills that beset the people and that is united action, large public protest, and the election of political candidates who answer to the people. That will mean going outside of the faux Tea Party on the Right and the Liberal  broken Wing of the Democratic Party on the Left.<br /><br />It is clear Mr. Oboma and his Republican counterparts have consumed the Koolaide and are of no help to the masses. Mr. Herbert keep up the drumbeat of reality. It is hoped that soon the majority of the electorate will, from hunger and unemployment, give up voting for the false ideas of both parties and vote for jobs and a renewed America that has nothing to do with Gay Rights, aborting fetuses, or the sexual behavior of teenagers. In other words they should vote the ""Rebuild America Party."" It is time to unite in ways that will get both major political parties running for the hills.",,16,"Guanajuato, GTO, Mexico",False,49380321,1298379064
227,"And the last time Bernie Sanders voted to cut a federal program was?  Every business day that Obama has been in office, the federal government has HIRED at least 417 NEW UNIONED WORKERS.  The socialist way, eh Bernie?",,0,"Cazenovia, NY",False,47167988,1298379042
228,"Corporations, businesses and investors are no longer investing in our society. There was a time when extraordinarily wealthy people were whispered or grumbled about by the lower classes, for ""owning"" towns, mills, hospitals, multiple places of employment. Rich people aren't even doing that, anymore, despite an income inequality gap that's larger than it was during the era of railroad barons. The super-wealthy, now, own more of ""the pie"" than people of the past with names like ""Rockefeller"", ""Hearst"" and ""Vanderbilt"". Yet, it's still not enough to get them spending on employing more Americans. Where are the traffic tunnel projects or dams with rich people's names on them? New hospital wings, university buildings, research centers or bridges? Even though the super-rich in America are richer than they've ever been, they act like selfish and irresponsible renters, smashing-up the property with total disregard before they move-on to somewhere else. Why invest in something that has yet to compeletely belong to them?<br /><br />In this respect, the modern rich have given the ultimate slap to the masses, by essentially declaring that they no longer care about our envy, fear or awe. They are now so socially removed from the lower classes, that the lower classes have become invisible, totally insignificant. They don't need us. We already gave them our largesse. They can make money elsewhere, while still living in a land that works to keep food safe for consumption and water clean. They don't care what we think about their names being on buildings or companies. We aren't worth the bother. Crumbs once trickled-down for society to sweep up, but richies are only investing in better tableclothes and bibs, so not one crumb is lost from their tables.<br /><br />Companies grow continuously wealthy, pay bonuses to management and linger over reserves, yet refuse to hire or invest in U.S. based research. The message from the Koch boys and their pals in Wisconsin and around the country is clear: ""We don't need you any longer, you need us. Take 'Third or Second World' pay or don't work. And if we can swipe your ability to even bargain with us, there will be no limits to how we can control your lives and America's standards of living. Want the jobs we sent to China? Work for a Chinese wage and accept a developing country's disregard for environmental and safety regulations. Take it or leave it. No skin off our backs if you don't.""<br /><br />These are the individuals we are giving tax breaks to. These are the individuals Republicans are attempting to remove environmental regulations, for. Good richies are changing their companies to be more eco-responsible. They are attempting to find cost effective ways of strengthening their companies, while also investing in society and green energy and technology. They are taking losses, so we can give greedy men with a lack of a social conscience, a means of making more money and avoiding social and environmental responsibility.<br /><br />Republicans would like to enact or maintain policies that give advantages to genuinely bad people or simply, bad businesspeople, while punishing responsible and conscionable richies, companies and workers. Remember that.",,14,"CT, USA",False,60821394,1298378979
229,"People could live much more economically by returning to small town-type living.  By this I mean something more like what existed before big chain-stores started taking over.  It is claimed that the large chain-stores can sell items for less.  That is only true under current economic conditions, which have become such as to make this true.  If small manufacuring, small-scale farming, could actually make any inroads, have places for their small factories, smaller farms, then they could effectively compete.  Such competition would reduce prices, would provide jobs to the currently unemployed.  It would provide satisfying work, in that people could be more innovative and apply skills independently of oversight by corporate executives or managers far afield of their place and situations.  There should be a place for both the larger corporations and also the smallest.<br /><br />But because of current zoning rules, current ways municipalities and counties impose real estate taxes, ...   it is difficult for entreprneurs to initiate new businesses or agricultural operations.<br />This needs to change, not just for the sake of improving peoples' lives and their ability to produce economically at all,  but because the entire economic system as it is would otherwise be in imminent danger of collapse .   The nation needs to implement creative innovation, and to make this possible, tax laws and much else needs to be changed.",,7,"Silver Spring, Maryland",False,33229477,1298378888
230,"I understand where that teacher is coming from. I too, am depressed, demoralized and my confidence is in the gutter. All because at the ripe age of 49, I'm out of work and have been for the last seven months - there is nothing out there and yes, I'm willing to take anything. Some people treat you like you have the plague, like this unemployed thing will somehow attach to them and render them at pathetic as I am. My friends in my former career no longer call, email or want to meet up somewhere for a meal. It is indeed demoralizing, when my money runs out and it will soon, I don't know what I'm going to do. I am like many Americans these days - walking a tightrope with no safety net beneath me.",,16,Ohio,False,53463794,1298378886
231,"The people quoted in the letter are obviously (to Republican eyes) a bunch of free loaders. If they wind up living in their car, to quote John Boehner ""so be it."" I am amazed that Conservatives have the effrontery to call themselves Christians.",,17,"Charleston, South Carolina",False,4032050,1298378796
232,"You are probably aware of this Mr. Herbert, we have now officially become an oligarchy, a government by the few. Only it's not a family that rules us with sons and uncles, but the top tier corporations and a few very wealthy people, such as the Koch brothers. It is almost impossible to go after them. Another difficulty in going after them is that they buy the politicians who do their bidding. I am beginning to lose hope that any change, especially the one you and I want is going to happen and we will sink deeper into this kind of rule where the poor are collateral. What really gets me is the fact that people in certain states vote for these same kind of politicians who don't care about them over and over.",,15,NYC,False,55189862,1298378682
233,Showing up and working hard is not good enough anymore. People need to be creative and be entrepreneurial.  There is plenty of money to be made by taking some risk.  You cannot count on 40 years with a company anymore. Nor should anybody be comfortable with that because after year 10 you should be able to do your job half asleep.  It is about using your mind creatively to find income.  Nobody is going to give it to you anymore because you are a hard worker.  You need to now be a smart worker. The grunts are in the 3rd world enjoying their new found income. It's a tough road and nobody likes it but it is here to stay. The Internet still has many many opportunities. Stop spending time on rude comments in the blogs and take that time to start a new company in the Internet.,,29,"NY,NY",True,5726206,1298378960
234,"People are still drinking the Reaganomics kool-aid, the belief that there is a free lunch, the belief that we could have all the good things America has to offer and never have to pay any taxes.  The rich will do all right, for a while anyway, because, after all, they're rich.  But that ""rising tide"" that is drowning the lower and middle classes will reach them eventually.  Maybe then they will order their minions in Washington to stop posturing and do something.",,10,"Fanwood, NJ",False,17202893,1298378648
235,"How much of the politics within this current struggle are based on taking advantage of jealousy and fear? Are those who still work jealous of the meager benefits their unemployed and publicly assisted friends and neighbors receive? As the affluence of so few become the entertainment of so many in sports, movies, even the bankers and stockbrokers are obtaining ""star"" status --- are those who work for moderate sums jealous and scared? I believe they are. I believe they feel that they can climb the ladder best by pushing others to the bottom; I believe many corporations are teaching us that the best strategy for maintaining lifestyle is to be ""better"" than your neighbors and friends. Keeping up with the Jones's may just be the straw that breaks America's back unless we recapture our real society; the one that is about friends, community and caring coexistence. Human nature is the advantage here, we have learned about caring. Wild dogs bite and fight.",,10,Maine,False,34623967,1298378623
236,And your solution is?,,1,"Galveston, Tx.",False,58117551,1298378499
237,"America's ""Great Promise"" has been lost at the ports.  How did we expect to end up with daily billion dollar trade deficits.  If the American people want good jobs, good benefits and a good future, stop importing your cars, your clothing, your tools, your furniture, your electronics...........it really is very simple.",,8,flyover country,False,59180137,1298378445
238,"Bob, your reporting continues to be a brave assault against stupidity, ignorance, and just plain mean policy tactics.<br /><br />This policy is Absolute and in all ways completely illogical, irrational, insane. It is fascist in nature.<br /><br />Why do people tolerate the people who create policies like this? Because of a meaningless title they hold in some company? Why are we so afraid of these corporate task-master idiots? Because they have money? Are you serious? We can organize 10 million of the working poor and stomp down the walls of their gated communities. With the way things the unions are going, we could probably get the police on our side as well. Peaceful revolt. Yeah... that will never work in America. The hippies will be placated with mere words and the corporate interests will keep everything that counts: the resources.<br /><br />It is time for a witch hunt in America. It is time to throw the gloves completely off. No more Mr. Nice PC Latte-drinking professional.<br /><br />There is no excuse, no explanation, no rationale and no amount of data that could possibly explain how a policy likes this makes any sense whatsoever to anyone with a pair of eyes.<br /><br />This policy is anti-human and vampiric to the point of absolute absurdity.<br /><br />Let's go Abraham Von Helsing on it and jam a wooden stake through its heart and then throw holy water on its creators. The only way to kill all the little vampires is to kill the chief vampire.<br /><br />Seriously, I would love ten minutes alone in a room with the guy who invented this policy to give him a chance to explain himself to me, a public school teacher, my 21 year old unemployed brother who is in college, graduating with a mountain of debt and who has been lifting weights for the past four years. Why should any of us younger people go along with any of this nonsensical hoopla fed to us year after year? WHY?<br /><br />What do you have to say for yourselves, oh creators of the vampiric employment policy that will only serve to suck the lifeblood out of tired an exhausted people?<br /><br />Who do you think you are, creators of this policy? I would like to know your thoughts. Do you have the courage to explain yourselves, cowards?",,11,"Boston, MA",False,59504042,1298378396
239,"when I immigrated to America in 1985, it was truly a land of opportunity.  It is so sad to see this dying.  And so quickly.  All through greed.  Much like the last days of the Roman Empire when the rich started grabbing whatever they could before the ship went down.",,21,Chicago,False,60992146,1298378344
240,The last time Americans felt like this was during the Carter years. When will we learn that Socialism destroys wealth?,,1,"Ft. Bragg, NC",False,57518827,1298378170
241,I wonder if we are not seeing the first phase of a collapse of the American Empire,,18,"Omaha, NE",False,39554038,1298378013
242,"Let us turn this into a column about stories. I am a veteran, having served with our country's Special Forces, which gave me strong leadership capabilities, along with a certain expertise in intelligence work, counter-terrorism, and so forth.  I am also an experienced teacher, having worked with students from the 5th grade through the university level, including an adjunct stint at West Point.  I have taught in public and private schools and across wide demographic lines. I consider teaching something of a vocation, though recently the breath seems to be ebbing from this calling.<br /><br />When the school I had been teaching experienced a drop in enrollment,my position was cut, and this was done so too late this past year to enter the hiring cycle for the 2010-2011 academic year.  So, I have been doing freelance work: college consulting, book manuscript preparation work for a business recruiting firm, proofreading-editing for Oxford and Cambridge University presses, and general networking and research work for an educational NGO in Uganda.  All of this has been rewarding and substantive, and for this I am grateful.  But it has also been very, very intermittent.<br /><br />I have also been sending out resumes and CVs since September, now as far as China and Qatar, in the hope of finding something.  My broad experience and expertise, along with a very strong academic background, has provided me two -- two -- face-to-face interviews, but which did not result in employment.  And so it goes.<br /><br />I understand well enough the complexities of our current financial crisis, and that there is responsibility enough, I suppose, to go around, from blinkered politicians, to rapine financial types, to greedy, overextended consumers.  What appears to be happening, though, is that the financial crisis seems to be developing, or slipping, into a crisis of government, or, more precisely, governance, with those supposedly in power showing a marked disdain for many.  Moreover, there seems to be an increase in the ""bread and circuses"" mentality of Rome on the part of both politician and the people. This cannot be good.<br /><br />Finally, while I continue to maintain my Republican affiliation, I will end by saying that the current crop of GOP leaders in the congress, rather than inspiring me with confidence, seems quite willing to be showing me to the door.  Next year's elections will be interesting.",,11,"Austin, TX",False,42279771,1298377974
243,"NAFTA and the ilk of shipping jobs to cheap markets? Why? So I can buy a toaster for 2 bucks less?  The mantra of free trade  makes us all slaves to the capitalist system run to it's logical conclusion. Obama hired a job exporter to be his economic adviser? His chief of staff is from JP Morgan? Quick, tell me what they make? I'll tell you, they make money, not by doing anything useful but by getting the laws passed that let them buy a  company and shipping the jobs elsewhere.  How about a law that says if you own ten stores you must sell 10% American made, if you own fifty, 50% American made? Do business with our government? Make it all here.  I hope that the right and the left meet around the back and come to the same conclusion. There was a time when the hard-hats were dyed in the wool buy American advocates. How the Astroturf tea party sold them this bill of goods beyond me, but the likes of Dick Armey and Frank Luntz should be seen as the traitors they are to the American people. Class warfare indeed. ",,12,"Greenwich, NY",False,19431707,1298377906
244,"I just watched Charles Ferguson's Inside Job and was struck by the fact that he did a brilliant job of exposing the ins and outs of the worldwide financial disaster, but seemed challenged to come up with concrete examples of the way government by the financiers has destroyed the lives of ordinary people.  Ferguson has some examples, but not nearly enough to convey the extent of the damage.  Your articles are filling a lot of gaps.",,10,Midwest,False,48935386,1298377895
245,"Our new ruling class believes that people like this just don't deserve to succeed.  They believe everyone can pull themselves out of whatever circumstances they face if they try hard enough.  They believe that these people probably deserve their fate because they probably bought a new flat-screen TV recently, not to mention that they pretty much had to because of the FCC rules regarding digital TV!  Our ruling class are immoral tyrants.  In Wisconsin the war has begun.  Those that can't understand why we are on the cusp of revolution are completely out of touch with life for the underclass.  This problem has been growing for 30 years, and it has finally come to a head.  If not now, when?  The ruling class must be taken down.<br />",,17,Wisconsin,False,59508062,1298377734
246,"The worst IS NOT behind us. But we have to use common sense to come to the conclusion. It is because states have promised far more than they ever should have and unions hqave been complicit by negotiating with these states, using the might of their members dollars to collude with those who would give them everything.<br /> THAT, my friend is surely NOT the ""great American Promise"" you are talking about? America never promised anyone prosperity, and knowing your history would do you well in your writings.<br />   Oh, and Bernie Sanders? Appropriate, but very showing, as we know him as the only self avowed socialist in of Congress.",,0,Maryland,False,50760591,1298377723
247,"Reading this article, I'm still not clear who composes the six seats around the table.<br/>
Senator Durbin is a good man, who understands the principles at work during this recession to unravel the American contract of the Republic.<br/>
I can only hope he can stand up to the bullying tactics of the opposition.<br/>
If the corporatists achieve any of their goals of unraveling the social contract woven from the despair of the Great Depression, this country will fall apart.<br/>
I pray for the success of those who seek to keep America the country we have known throughout our lifetime.<br/>
(I'm 71.)",,1,"Beaumont, TX",False,8113139,1303105677
248,"Although I rarely agree with Tom Coburn on policy matters, I applaud him and the other 18 senators who voted against extending the Bush tax cuts for the wealthiest individuals last December.  Chambliss, Crapo, Conrad, Durbin, and Warner are deficit hypocrites.  Durbin may have been a progressive at one time, but I don’t believe that he is now and unfortunately this committee has NO progressive representation.  One more disappointment from President Obama (our Republican-lite president) who thinks that this is a balanced group.<br/><br/>One must fight for their core principles.  The role of the president is to take the lead and rally the American people, if necessary, in order to move the country forward.  Equally important, the President should rely on support from the public to “make him do it” (as FDR did) in order to get the votes from Congress to pass good legislation.  If the President is always looking to these so-called bipartisan groups and commissions (which are actually center-right/far-right), why do we bother having elections?",,8,Virginia,True,59813027,1303114113
249,"Take the budget and divide it by the number of entities and individuals who pay taxes. Break the payers into classes and then compute (software programs, computers and math algorithms can handle this) what each class will pay as a percentage of income. Then divide the class contribution amount for each class by the number of entities and individuals to determine what each contribution amount is due. No deductions, no exemptions, no anything with this one caveat: if the entity or individual has no income then there is no contribution to cover the expense of government. Everyone and all entities benefit from government and all without exception must pay. And all persons must be included as full citizens; each citizen is given the right to vote when they reach the national age of majority (i.e. 18). Any entity that does any business in America is included and all their income is used to determine their class. Lower classes contribute 5% and the super rich pay 25% of income. The rates in between this range are 10%, 15%, 20%.<br/><br/>Instead of the false argument that by decreasing the taxes of the rich the economy will create jobs we have the real situation that where the peoples' real gross income increases the tax burden decreases for the real job makers: the middle class which buys the products that are integral to the GNP. <br/><br/>This simple plan is to the point. No special interests, no accountants and lawyers are needed to interpret the contribution amount and no deductions, loopholes, exemptions, would influence tax payers. Everyone pays and there is no more lobbying to get a tax break. Companies are freed from unnecessary government tax reporting burdens and are no longer influenced or have their business decisions distorted by the expected tax impact. <br/><br/>Taxes for everyone now paying taxes will decrease as all presently none tax paying entities and individuals are included on an equal and equitable basis.<br/><br/>We do not needs gangs of anything. What is needed is one gang of 307 million people. ",,0,"Warwick, NY",False,57014129,1303095988
250,"Three Democrats representing the 98% of the people who are working class, and three Republicans representing the 2% who are the Ruling Class.<br/><br/>What is wrong with the math here?<br/><br/>Oh, I get it. All six are representing the 2% of the Ruling Class.<br/><br/>Getting the math right is important.",,5,"Brooklyn, NY",False,20883672,1303090474
251,Why not tax contributions to elected officials at a very high rate?  And why not tax campaign spending?  ,,5,NY,False,26671491,1303089851
252,"VAT is a sales tax.  As such it is regressive and bears on the poor, not the rich.<br/><br/>Does anyone out there understand the difference between progressive and a regressive tax systems?  <br/><br/>Question - re the tax cuts for the super rich.  Is it illegal to pass new legislation raising their tax rates or are the tax cuts engraved in stone and cannot be changed.<br/><br/>Congress was certainly able to introduce legislation abolishing many of our established civil liberties.  They can do the same for the corporate and super rich welfare programs.<br/><br/>Where is Thomas Jefferson and Daniel Shay when we need them??",,3,Thailand,False,5389709,1303089167
253,"Gang of Six, ... sounds catchy. Keeting's Five did also.",,4,"Houston, TX",False,54956165,1303089157
254,Obama is such a dork. First he appointed a bipartisan Deficit Reduction Commission and then ignored virtually every recommendation they made. Now he wants to appoint a new one. No doubt he will ignore them also if they actually recommend reductions. The 'Gang of Six' looks like they were getting somewhere but Obama is already cutting their feet out from under them.,,1,"Jacksonville, FL",False,56888176,1303088230
255,"Paul Ryan is a hypocrite when it comes to wanting to balance the budget. Here's a guy who voted for both wars, voted for the Bush Prescription Drug Plan, voted for the Bush Tax Cuts... but with no plan or way to pay for them. He has an MBA and specialized in Marketing... he's a salesman. His plan of vouchers for Medicare recipients, is not only demeaning, but deplorable. I realize members of congress have their own health program and do not fall under the Medicare umbrella, but you don't see him suggesting the same guidelines for members of congress. I don't understand why the public keeps voting for these people who's only interest is to serve their contributors first before the people their supposed to represent.    ",,4,Paris France,False,50523539,1303088039
256,"Tax is a bad word. How does a man that makes 9 billion dollars not pay any income tax.  Slippery pen from the owner of a headge fund..  No tax but a transaction FEE or 4 CENTS. Not 4 per cent 4 Cents.  Nobody would complain about 4 cents.  I don't even think it can buy a piece of Bubble Gum.  4 cents on any and every transaction from the poor, middle class and the rich. Everyone should help a little.  Make sure the proceeds go to pay the old debt and insurance for everyone.  Medicare spends 4% on administrative cost.  Major insurance companies spend 35%.  The republicans in Florida last year raised fees, doubled fees but did not raise taxes. We are in this together.   ",,2,"Brandon, Fl.",False,61234782,1303086050
257,"I don't understand why American corporations like GE don't pay taxes when they experience record profits.  I don't understand why people of extreme wealth like Warren Buffet pay only 16% of their income in taxes when I pay over 30% of my income in taxes as a middle class citizen.  I don't understand why my taxes pay for social services for illegal aliens when American citizens in comparable financial situations aren't eligible for the same services.  I don't understand why our representatives are trying to do away with Planned Parenthood when it educates our young people about abstinence and contraception so that we don't have even more unwanted children in this country who then become a burden on our welfare and correctional systems.  I especially don't understand why our representatives are even considering doing away with social security when I have spent the last 30 years paying into it.  Hours upon hours of broadcast news and lines upon lines of newsprint and blogs are dedicated to these subjects, yet none of our government or political representatives have chosen to directly address these questions. It's about time someone does. ",,4,CA,False,50693677,1303085616
258,"I'm glad the story notes Sen. Saxby Chambliss' despicable 2002 campaign against Senator Max Cleland, a Vietnam War triple amputee, whom his advertisments labelled as unpatriotic.  This is a sort of original sin that gave birth to Chambliss' Senate career and one he should never, ever be allowed to forget.  I hope Chambliss knows that his obituary will note this unforgivable cammpaign ad.",,3,"Bainbridge Island, WA",False,8964287,1303080254
259,"This is a subject that actually should of happened two or six years ago. It seems like the federal government procrastinates on every issue. Next thing you know we'll be talking about not a government shutdown, but America shutting down. What is lacking is just plain ol' common sense. Everyone has their own opinions which is democracy, but everyone needs to put aside the complete crazy ideas. Let's do what makes sense like changing this tax code. It would be a great start. When prison inmates are getting over on the IRS that means there is a serious problem with our tax code. If the federal government could just sit down and take each issue one by one; taxes, entitlements, and waste; the debate would probably go a lot farther. Too many politicians want to clump everything into one line of rhetoric. Everybody may not agree with everything Obama states, but doing what is right is the best approach for the nation. For 6 VACATIONING politicians to come together to TRY, sets a great example for the nation, but in Washington there is always some fine print or secret intentions to everything.<br/><br/>Then nobody is talking about the state issues. Let's start from the bottom. Let's do something about the state budget issues, it would improve many issues if something can be done federally to help individual struggling states get on their feet.<br/><br/>I hope America will see the day where we can become lenders to the world instead of borrowers. We should be the bank of the world, it's like America is renting it's own land. Let's get it together!",,0,TX,False,63570559,1303079520
260,"Another U.S. senatorial club of military draft dodgers/service-shirkers who are thus too afraid to ask for rational cuts to the Military Industrial Complex budget and who need to compensate for their lack of military manhood by saying yes to every stupid war that comes their way. Bring back the draft with zero deferments so that their sons can provide a little rest to the scores of America's young daughters and mothers who have by now already served multiple combat tours. These guys are completely clueless about what it's like to be, and live as, an ""average"" American, i.e., the bottom 85-90% of us.",,3,Colorado Trails,False,60066224,1303077779
261,"An excellent aspect of this article is the wide range of policy proposals it has elicited.<br/><br/>Among the many good ideas suggested:<br/><br/>1.  Cover the Congressional Progressive Caucus's proposal, along with the Ryan, Obama and Gang of Six plans. How about it NYT?  We need to see the full range of options.<br/><br/>2.  Great ideas by Bill Appledorfer, #32.",,6,"Washington, DC area",False,33888832,1303077233
